idx,knowcode
10845,882101
10846,25402
10847,615203
10848,531301
10849,133203
10850,415404
10851,615601
10852,852101
10853,621301
10854,420101
10855,562101
10856,306901
10857,121103
10858,531601
10859,14103
10860,622304
10861,110105
10862,155401
10863,301106
10864,301109
10865,134301
10866,221101
10867,24402
10868,31501
10869,412002
10870,864301
10871,416101
10872,415404
10873,31401
10874,140304
10875,414702
10876,13401
10877,561101
10878,232901
10879,12402
10880,12401
10881,155301
10882,885201
10883,29501
10884,904201
10885,617901
10886,414302
10887,214101
10888,414601
10889,532401
10890,121103
10891,842101
10892,705902
10893,702301
10894,883101
10895,415301
10896,158401
10897,240201
10898,22201
10899,816103
10900,133204
10901,621202
10902,151106
10903,153201
10904,823301
10905,151201
10906,812101
10907,306701
10908,301104
10909,157201
10910,521303
10911,821101
10912,415501
10913,133202
10914,411106
10915,811201
10916,826902
10917,28101
10918,151201
10919,522201
10920,214102
10921,414601
10922,861201
10923,521303
10924,811201
10925,155101
10926,885201
10927,140205
10928,110101
10929,701602
10930,823101
10931,221301
10932,24203
10933,521201
10934,901301
10935,702502
10936,158201
10937,811601
10938,306502
10939,612101
10940,811601
10941,842201
10942,24203
10943,214101
10944,621202
10945,155106
10946,414101
10947,532301
10948,851201
10949,835101
10950,31402
10951,153101
10952,24203
10953,24404
10954,25401
10955,703201
10956,306401
10957,21001
10958,521303
10959,301004
10960,122103
10961,842301
10962,414401
10963,155103
10964,26401
10965,306901
10966,812902
10967,28101
10968,416203
10969,231401
10970,13305
10971,624201
10972,221102
10973,307301
10974,622101
10975,411102
10976,862301
10977,231301
10978,28203
10979,615501
10980,414503
10981,415504
10982,411102
10983,152101
10984,13101
10985,307101
10986,306601
10987,134301
10988,25301
10989,561501
10990,31401
10991,155103
10992,215105
10993,240101
10994,704001
10995,420402
10996,412002
10997,524001
10998,159103
10999,140205
11000,812301
11001,13202
11002,415504
11003,212102
11004,306701
11005,214102
11006,817201
11007,215102
11008,24404
11009,511101
11010,158401
11011,16201
11012,821201
11013,615203
11014,13202
11015,140601
11016,140206
11017,852201
11018,826201
11019,133101
11020,561401
11021,615203
11022,411105
11023,621402
11024,24301
11025,417201
11026,306601
11027,623002
11028,615301
11029,13305
11030,26101
11031,904201
11032,140201
11033,562101
11034,414703
11035,615101
11036,306502
11037,140101
11038,13902
11039,812102
11040,158201
11041,140101
11042,562101
11043,121201
11044,221401
11045,231501
11046,136002
11047,522201
11048,301106
11049,28402
11050,23403
11051,412001
11052,155305
11053,151107
11054,521303
11055,133204
11056,811201
11057,885101
11058,140306
11059,13305
11060,155302
11061,522202
11062,13203
11063,612401
11064,221301
11065,29204
11066,562401
11067,26101
11068,153301
11069,24404
11070,521304
11071,231501
11072,561101
11073,884102
11074,702101
11075,214102
11076,617101
11077,903101
11078,26201
11079,613001
11080,24203
11081,25401
11082,623002
11083,826201
11084,532201
11085,414702
11086,703201
11087,624101
11088,811501
11089,151107
11090,415404
11091,13305
11092,414702
11093,415201
11094,301401
11095,836001
11096,140502
11097,532201
11098,26101
11099,13101
11100,26101
11101,812401
11102,521303
11103,121201
11104,151105
11105,882101
11106,872301
11107,134301
11108,28401
11109,615301
11110,32301
11111,411102
11112,902101
11113,414501
11114,26301
11115,306904
11116,414703
11117,832101
11118,121101
11119,154104
11120,706001
11121,32401
11122,151107
11123,158201
11124,140301
11125,133101
11126,542001
11127,140207
11128,11102
11129,904201
11130,11101
11131,811101
11132,414201
11133,416203
11134,414502
11135,301107
11136,702301
11137,221401
11138,621402
11139,522202
11140,25201
11141,240201
11142,416601
11143,873501
11144,414401
11145,151108
11146,811601
11147,532201
11148,841201
11149,157101
11150,221101
11151,121101
11152,561301
11153,159104
11154,611001
11155,32201
11156,11102
11157,134303
11158,215105
11159,861201
11160,306502
11161,615203
11162,122301
11163,307401
11164,411105
11165,306901
11166,306201
11167,212101
11168,624201
11169,415101
11170,306903
11171,416204
11172,151108
11173,301107
11174,31301
11175,704001
11176,122105
11177,512301
11178,702301
11179,863401
11180,121105
11181,701501
11182,861101
11183,13501
11184,622304
11185,884101
11186,16201
11187,250301
11188,215105
11189,23201
11190,411101
11191,155301
11192,615701
11193,301102
11194,301201
11195,814001
11196,32101
11197,301113
11198,702502
11199,823301
11200,140206
11201,136002
11202,155305
11203,414901
11204,622304
11205,883201
11206,32501
11207,214301
11208,415404
11209,615601
11210,250201
11211,702502
11212,414301
11213,816103
11214,25402
11215,703201
11216,158501
11217,122105
11218,813101
11219,153301
11220,159104
11221,135001
11222,29401
11223,29902
11224,24203
11225,26201
11226,861101
11227,885201
11228,883101
11229,532101
11230,29101
11231,531401
11232,231101
11233,531201
11234,155105
11235,232101
11236,826101
11237,511402
11238,140501
11239,901301
11240,531401
11241,416103
11242,842201
11243,33202
11244,853101
11245,621201
11246,301109
11247,154201
11248,132004
11249,307101
11250,212201
11251,26103
11252,562401
11253,561201
11254,13305
11255,24203
11256,14103
11257,151301
11258,412002
11259,825201
11260,414702
11261,110202
11262,151301
11263,812102
11264,158201
11265,159104
11266,32501
11267,140207
11268,414503
11269,701601
11270,155102
11271,550102
11272,812402
11273,14201
11274,12101
11275,812901
11276,416102
11277,863201
11278,28201
11279,420301
11280,306401
11281,24402
11282,901301
11283,215101
11284,622304
11285,11102
11286,903101
11287,702301
11288,26103
11289,622304
11290,902101
11291,615601
11292,32201
11293,31102
11294,24402
11295,411101
11296,511501
11297,561401
11298,31201
11299,211201
11300,522101
11301,412001
11302,215101
11303,561101
11304,157201
11305,415503
11306,622304
11307,621101
11308,14201
11309,701501
11310,561501
11311,133205
11312,414901
11313,250201
11314,701301
11315,416202
11316,213001
11317,622304
11318,25402
11319,131201
11320,14103
11321,31403
11322,307301
11323,862301
11324,303002
11325,31101
11326,901101
11327,32302
11328,122104
11329,416301
11330,306401
11331,873301
11332,705201
11333,511201
11334,901301
11335,301111
11336,140503
11337,232101
11338,301004
11339,214201
11340,615203
11341,211101
11342,416303
11343,301106
11344,623001
11345,512401
11346,215102
11348,24404
11349,13501
11350,835201
11351,31501
11352,213001
11353,27101
11354,304003
11355,817301
11356,621301
11357,411101
11358,134201
11359,250301
11360,615501
11361,841101
11362,511501
11363,621403
11364,901301
11365,814001
11366,511101
11367,21001
11368,411301
11369,13202
11370,121101
11371,214101
11372,151107
11373,28203
11374,842301
11375,12201
11376,541301
11377,151107
11378,702501
11379,414602
11381,22201
11382,414601
11383,13305
11384,28402
11385,706001
11386,413101
11387,307201
11388,152101
11389,414601
11390,414301
11391,133202
11392,24203
11393,140601
11394,154104
11395,155203
11396,414901
11397,701601
11398,134303
11399,524001
11400,872301
11401,31101
11402,883201
11403,212201
11404,153103
11405,140304
11406,414102
11407,306101
11408,307501
11409,541301
11410,301106
11411,615401
11412,705902
11413,833001
11414,232901
11415,155203
11416,16201
11417,28204
11418,702101
11419,240201
11420,415501
11421,562301
11422,416304
11423,902201
11424,882201
11425,414201
11426,882201
11427,416105
11428,29902
11429,29904
11430,140206
11431,23402
11432,153106
11433,615701
11434,416104
11435,26201
11436,702601
11437,416601
11438,25402
11439,110202
11440,214501
11441,873201
11442,140205
11443,240201
11444,24402
11445,511502
11446,621901
11447,511302
11448,512102
11449,155101
11450,158201
11451,702502
11452,701701
11453,864101
11454,155105
11455,301301
11456,420301
11457,240301
11458,307501
11459,412002
11460,24404
11461,31302
11462,32302
11463,16201
11464,231301
11465,215102
11466,812101
11467,22103
11468,140204
11469,221102
11470,902201
11471,140306
11472,159103
11473,301109
11474,307201
11475,703201
11476,132002
11477,872101
11478,214101
11479,904201
11480,621901
11481,122103
11482,523001
11483,872301
11484,883201
11485,414101
11486,22201
11487,414102
11488,531601
11489,307401
11490,155203
11491,24203
11492,307501
11493,13305
11494,411105
11495,33202
11496,624401
11497,817301
11498,13902
11499,214201
11500,561301
11501,826401
11502,32302
11503,621201
11504,301110
11505,155203
11506,153202
11507,521101
11508,122104
11509,414901
11510,901201
11511,25201
11512,23301
11513,153203
11514,153203
11515,155102
11516,705101
11517,562101
11518,902101
11519,701301
11520,140306
11521,24101
11522,304003
11523,211201
11524,28101
11525,121104
11526,151301
11527,211201
11528,159104
11529,561201
11530,11101
11531,13203
11532,701701
11533,416105
11534,705902
11535,13501
11536,306401
11537,415404
11538,812301
11539,615601
11540,821101
11541,140501
11542,303001
11543,132002
11544,521201
11545,306401
11546,26401
11547,155301
11548,110203
11549,511301
11550,836001
11551,862101
11552,15101
11553,904201
11554,140305
11555,240301
11556,511301
11557,416204
11558,811401
11559,415404
11560,416201
11561,121201
11562,811401
11563,862301
11564,561301
11565,621403
11566,27101
11567,902101
11568,521304
11569,416901
11570,25301
11571,301113
11572,304003
11573,531501
11574,881201
11575,835201
11576,416105
11577,122103
11578,864201
11579,302001
11580,122201
11581,22201
11582,706001
11583,133203
11584,414503
11585,812901
11586,121101
11587,29204
11588,22103
11589,621301
11590,159104
11591,221102
11592,159104
11593,250301
11594,411105
11595,214401
11596,13501
11597,221301
11598,621401
11599,416201
11600,414503
11601,11102
11602,306301
11603,110103
11604,873401
11605,159103
11606,13305
11607,511401
11608,159104
11609,31301
11610,512401
11611,24101
11612,213001
11613,811301
11614,24404
11615,701601
11616,23401
11617,304003
11618,27201
11619,24301
11620,622304
11621,852101
11622,412001
11623,136001
11624,411102
11625,134102
11626,14103
11627,31302
11628,307102
11629,826301
11630,110101
11631,831301
11632,301105
11633,413201
11634,416104
11635,28401
11636,231102
11637,307201
11638,153104
11639,155303
11640,541201
11641,132004
11642,541201
11643,134103
11644,133201
11645,817101
11646,222001
11647,221401
11648,623002
11649,232901
11650,159104
11651,306901
11652,412003
11653,140306
11654,306101
11655,511302
11656,231501
11657,25301
11658,151107
11659,134201
11660,110104
11661,31101
11662,140207
11663,140207
11664,512301
11665,612301
11666,416105
11667,702501
11668,155301
11669,306601
11670,884201
11671,411301
11672,531501
11673,417201
11674,863201
11675,411102
11676,23201
11677,622304
11678,416203
11679,33201
11680,883201
11681,27201
11682,155104
11683,614001
11684,873101
11685,307301
11686,521304
11687,542001
11688,904201
11689,621301
11690,413201
11691,415101
11692,121201
11693,159104
11694,232101
11695,301101
11696,222001
11697,306401
11698,864201
11699,414901
11700,842301
11701,307101
11702,416901
11703,863301
11704,240301
11705,152101
11706,703201
11707,122103
11708,701101
11709,211101
11710,826301
11711,155104
11712,883201
11713,411106
11714,132004
11715,110203
11716,122105
11717,531501
11718,522201
11719,826401
11720,420901
11721,29904
11722,621203
11723,701602
11724,704001
11725,133203
11726,13203
11727,873501
11728,521101
11729,301111
11730,702502
11731,863201
11732,414301
11733,616101
11734,811601
11735,301110
11736,823301
11737,24203
11738,136001
11739,12101
11740,817301
11741,28201
11742,524001
11743,873201
11744,133202
11745,542001
11746,882201
11747,872201
11748,140201
11749,157201
11750,24404
11751,612201
11752,701501
11753,158402
11754,812101
11755,615701
11756,817201
11757,140501
11758,12101
11759,414101
11760,884102
11761,531301
11762,15201
11763,414301
11764,532101
11765,817101
11766,151101
11767,131203
11768,823301
11769,702201
11770,833001
11771,811201
11772,151108
11773,110202
11774,522202
11775,307102
11776,512102
11777,811901
11778,531301
11779,701301
11780,831301
11781,27201
11782,301113
11783,132004
11784,561601
11785,416203
11786,13501
11787,705901
11788,415202
11789,862301
11790,13201
11791,701301
11792,411101
11793,158501
11794,852101
11795,231102
11796,561601
11797,135001
11798,13305
11799,864101
11800,153106
11801,511501
11802,812102
11803,13902
11804,705901
11805,26103
11806,215102
11807,411105
11808,864301
11809,522202
11810,863101
11811,27201
11812,140305
11813,133204
11814,231501
11815,702601
11816,864201
11817,12201
11818,417201
11819,231101
11820,904201
11821,701301
11822,301109
11823,155203
11824,307401
11825,826201
11826,24301
11827,29201
11828,541201
11829,611001
11830,28101
11831,140602
11832,32501
11833,221101
11834,531201
11835,110202
11836,13204
11837,414302
11838,307301
11839,151106
11840,153106
11841,904101
11842,301101
11843,841201
11844,521303
11845,122301
11846,151102
11847,814001
11848,301105
11849,301004
11850,140301
11851,301104
11852,414401
11853,132004
11854,872101
11855,812901
11856,13701
11857,29904
11858,420202
11859,134101
11860,134103
11861,702502
11862,416103
11863,301301
11864,873301
11865,306701
11866,215102
11867,414703
11868,132004
11869,11102
11870,221401
11871,306903
11872,702101
11873,301107
11874,16301
11875,28401
11876,411106
11877,31101
11878,29303
11879,211201
11880,24402
11881,821201
11882,624201
11883,29202
11884,416204
11885,13305
11886,157101
11887,301301
11888,416103
11889,511502
11890,153106
11891,155303
11892,811301
11893,415404
11894,12101
11895,140207
11896,416203
11897,23401
11898,416701
11899,132004
11900,617101
11901,415502
11902,221102
11903,155102
11904,836001
11905,813101
11906,306701
11907,152101
11908,831301
11909,416205
11910,812401
11911,159103
11912,622304
11913,158501
11914,212102
11915,420401
11916,240201
11917,154103
11918,307301
11919,301004
11920,28203
11921,414602
11922,885201
11923,29101
11924,153103
11925,212201
11926,214501
11927,417102
11928,841101
11929,420101
11930,841201
11931,511402
11932,815001
11933,158201
11934,122301
11935,531501
11936,835201
11937,152201
11938,301104
11939,521304
11940,29303
11941,26401
11942,412001
11943,411103
11944,301109
11945,212101
11946,701601
11947,215105
11948,812901
11949,524001
11950,861301
11951,561401
11952,903101
11953,13305
11954,24301
11955,511402
11956,703101
11957,26201
11958,159104
11959,617101
11960,301107
11961,28203
11962,831201
11963,28402
11964,414601
11965,27201
11966,155301
11967,214201
11968,864301
11969,250301
11970,903101
11971,901501
11972,152101
11973,134201
11974,412003
11975,13204
11976,12201
11977,812401
11978,881101
11979,413202
11980,531701
11981,861101
11982,883201
11983,31402
11984,28301
11985,110201
11986,831201
11987,511301
11988,131101
11989,151108
11990,140101
11991,133204
11992,904201
11993,24402
11994,133101
11995,624401
11996,32401
11997,841101
11998,615203
11999,231401
12000,212201
12001,873501
12002,23201
12003,156201
12004,33202
12005,153104
12006,132002
12007,25401
12008,411202
12009,16301
12010,412002
12011,611001
12012,15201
12013,15201
12014,814001
12015,153104
12016,705101
12017,871201
12018,817201
12019,131201
12020,231301
12021,511301
12022,152101
12023,133203
12024,13305
12025,512201
12026,301109
12027,28301
12028,13204
12029,28202
12030,155303
12031,110202
12032,14103
12033,811201
12034,306301
12035,121201
12036,212102
12037,842301
12038,240101
12039,842301
12040,221102
12041,155105
12042,702502
12043,153105
12044,416104
12045,140207
12046,140206
12047,307101
12048,33202
12049,121102
12050,140503
12051,133205
12052,532301
12053,155305
12054,861301
12055,29902
12056,13204
12057,140306
12058,413201
12059,811901
12060,812301
12061,22201
12062,701101
12063,155303
12064,531401
12065,132004
12066,562101
12067,823101
12068,27201
12069,561501
12070,28401
12071,29904
12072,213001
12073,701401
12074,28204
12075,621402
12076,414602
12077,110105
12078,25401
12079,512301
12080,414702
12081,414102
12082,852301
12083,140101
12084,28201
12085,301105
12086,12102
12087,22103
12088,240201
12089,512101
12090,153201
12091,13701
12092,511201
12093,221101
12094,420301
12095,873201
12096,301105
12097,29501
12098,873201
12099,110105
12100,121104
12101,420402
12102,416101
12103,902201
12104,134201
12105,702501
12106,411102
12107,420201
12108,416205
12109,214401
12110,420202
12111,32101
12112,550101
12113,872301
12114,615203
12115,12101
12116,11201
12117,542001
12118,232901
12119,613001
12120,873201
12121,25402
12122,617901
12123,154104
12124,31402
12125,823301
12126,414702
12127,702301
12128,23402
12129,412001
12130,872301
12131,134303
12132,215101
12133,28203
12134,416304
12135,301004
12136,121101
12137,532401
12138,11201
12139,521201
12140,541201
12141,882201
12142,616201
12143,140206
12144,12102
12145,133203
12146,23402
12147,158501
12148,14103
12149,24404
12150,29401
12151,140401
12152,24402
12153,23101
12154,134302
12155,621102
12156,301103
12157,13305
12158,811901
12159,532101
12160,306904
12161,153104
12162,15101
12163,240201
12164,550102
12165,615701
12166,23101
12167,301401
12168,12402
12169,32401
12170,541201
12171,159104
12172,831201
12173,13902
12174,159104
12175,133204
12176,134201
12177,885902
12178,902201
12179,214201
12180,211101
12181,140207
12182,28402
12183,13204
12184,151108
12185,622901
12186,24402
12187,121102
12188,153103
12189,28203
12190,562101
12191,702301
12192,32401
12193,831201
12194,621402
12195,232101
12196,26101
12197,414503
12198,852401
12199,901401
12200,415404
12201,702401
12202,303001
12203,826301
12204,152101
12205,813201
12206,122104
12207,215102
12208,212301
12209,159104
12210,302001
12211,414502
12212,13305
12213,121101
12214,612101
12215,621202
12216,110202
12217,29401
12218,622304
12219,521201
12220,140201
12221,134301
12222,29902
12223,13201
12224,154104
12225,413201
12226,155105
12227,521304
12228,873101
12229,154102
12230,301103
12231,122104
12232,813101
12233,151301
12234,155203
12235,122301
12236,140304
12237,861101
12238,853201
12239,853201
12240,615501
12241,214201
12242,624101
12243,414701
12244,414701
12245,157201
12246,29902
12247,140306
12248,23401
12249,852201
12250,882301
12251,831101
12252,140207
12253,12401
12254,411301
12255,417201
12256,416202
12257,13305
12258,140301
12259,622304
12260,420402
12261,414301
12262,304003
12263,157201
12264,23101
12265,522101
12266,834001
12267,221201
12268,825201
12269,13901
12270,512102
12271,110103
12272,110105
12273,32501
12274,903101
12275,155106
12276,156101
12277,152101
12278,301004
12279,158501
12280,416205
12281,155303
12282,521303
12283,562401
12284,24203
12285,221102
12286,412002
12287,416304
12288,232101
12289,140306
12290,702601
12291,826301
12292,836001
12293,702601
12294,842301
12295,24404
12296,615203
12297,250201
12298,881101
12299,25402
12300,214501
12301,240301
12302,823301
12303,22201
12304,154101
12305,155303
12306,826901
12307,133901
12308,110104
12309,826901
12310,411103
12311,701301
12312,25101
12313,133205
12314,31201
12315,24404
12316,307301
12317,416304
12318,121104
12319,420902
12320,110103
12321,611001
12322,13101
12323,825101
12324,861101
12325,121102
12326,13401
12327,561201
12328,562301
12329,824101
12330,32101
12331,31101
12332,152101
12333,307401
12334,301301
12335,301004
12336,307102
12337,301110
12338,12102
12339,25402
12340,617101
12341,862201
12342,307401
12343,158501
12344,512301
12345,621901
12346,306301
12347,831201
12348,414302
12349,11201
12350,416203
12351,136002
12352,32201
12353,416101
12354,824101
12355,521303
12356,158402
12357,154104
12358,416304
12359,812901
12360,901201
12361,836001
12362,215101
12363,414502
12364,541301
12365,155302
12366,16301
12367,531601
12368,702101
12369,416205
12370,28201
12371,140207
12372,221102
12373,153301
12374,615203
12375,23402
12376,14103
12377,152201
12378,152101
12379,307601
12380,31102
12381,11201
12382,415504
12383,416304
12384,301113
12385,11102
12386,301004
12387,140601
12388,873401
12389,904101
12390,836001
12391,221102
12392,703201
12393,861101
12394,29203
12395,155304
12396,157201
12397,812402
12398,811901
12399,550102
12400,301107
12401,561101
12402,615203
12403,110105
12404,12201
12405,156101
12406,215105
12407,415404
12408,521304
12409,842201
12410,622304
12411,612301
12412,301103
12413,541101
12414,814001
12415,511301
12416,615701
12417,621403
12418,812901
12419,415202
12420,703101
12421,512301
12422,140205
12423,152101
12424,902101
12425,22202
12426,155105
12427,13401
12428,307501
12429,306901
12430,29201
12431,414702
12432,25402
12433,550201
12434,704001
12435,811201
12436,12101
12437,151108
12438,211101
12439,414703
12440,306101
12441,561601
12442,155102
12443,13204
12444,561501
12445,706001
12446,301107
12447,853101
12448,25301
12449,131101
12450,415101
12451,22201
12452,702301
12453,13203
12454,131202
12455,13201
12456,134303
12457,306201
12458,812902
12459,26301
12460,852101
12461,21001
12462,306501
12463,622304
12464,841101
12465,24203
12466,306501
12467,28203
12468,305001
12469,307101
12470,852401
12471,883101
12472,23402
12473,622304
12474,826201
12475,23301
12476,816103
12477,122301
12478,13501
12479,702401
12480,416202
12481,152101
12482,414301
12483,301106
12484,812301
12485,416103
12486,705101
12487,703201
12488,14201
12489,29303
12490,154104
12491,306101
12492,28101
12493,841201
12494,301109
12495,415501
12496,134302
12497,622201
12498,832201
12499,842201
12500,414601
12501,231501
12502,214401
12503,541101
12504,29303
12505,214101
12506,158501
12507,211201
12508,823101
12509,882101
12510,561401
12511,212901
12512,705902
12513,159104
12514,611001
12515,615601
12516,852301
12517,842301
12518,212901
12519,301108
12520,511301
12521,531501
12522,21001
12523,864101
12524,301004
12525,616101
12526,414102
12527,156201
12528,151108
12529,901401
12530,615203
12531,702401
12532,812101
12533,861301
12534,611001
12535,521304
12536,24404
12537,826401
12538,416102
12539,134301
12540,154103
12541,852201
12542,415404
12543,561101
12544,624101
12545,23301
12546,864301
12547,831201
12548,23101
12549,521304
12550,532301
12551,420202
12552,622304
12553,414701
12554,612301
12555,22201
12556,301401
12557,511401
12558,211201
12559,121201
12560,416203
12561,420403
12562,621201
12563,214101
12564,24402
12565,811101
12566,821201
12567,811401
12568,863201
12569,32501
12570,417102
12571,411101
12572,871201
12573,420402
12574,212101
12575,621403
12576,612401
12577,15201
12578,29903
12579,814001
12580,212901
12581,24402
12582,232901
12583,862301
12584,140301
12585,12201
12586,250201
12587,214102
12588,852101
12589,885901
12590,29501
12591,301101
12592,836001
12593,612401
12594,561101
12595,28203
12596,415404
12597,159104
12598,301301
12599,832201
12600,307301
12601,416401
12602,901101
12603,301101
12604,11102
12605,301004
12606,531301
12607,28202
12608,154201
12609,155304
12610,562401
12611,561201
12612,415404
12613,622304
12614,301201
12615,411202
12616,416205
12617,29401
12618,12101
12619,862301
12620,531701
12621,29101
12622,864201
12623,812902
12624,831201
12625,615203
12626,616101
12627,701301
12628,411106
12629,221301
12630,616101
12631,821101
12632,705201
12633,414601
12634,511502
12635,157201
12636,823301
12637,561501
12638,702601
12639,613001
12640,562401
12641,29904
12642,420202
12643,701601
12644,414501
12645,615203
12646,153202
12647,26301
12648,29201
12649,302001
12650,110203
12651,214501
12652,121201
12653,151108
12654,13305
12655,13305
12656,29203
12657,414503
12658,155203
12659,511401
12660,416301
12661,301105
12662,522101
12663,413201
12664,212101
12665,28302
12666,512102
12667,151108
12668,532201
12669,615101
12670,864301
12671,132004
12672,215101
12673,701301
12674,411202
12675,416203
12676,541301
12677,826902
12678,32301
12679,411301
12680,884201
12681,306903
12682,873101
12683,420402
12684,24203
12685,13501
12686,702701
12687,306701
12688,882201
12689,250301
12690,415404
12691,531501
12692,884101
12693,215105
12694,415301
12695,812301
12696,155303
12697,702101
12698,110101
12699,215102
12700,301004
12701,155401
12702,231501
12703,812401
12704,28201
12705,861301
12706,21001
12707,415101
12708,13902
12709,140204
12710,412003
12711,831101
12712,301113
12713,307101
12714,231101
12715,825101
12716,702502
12717,812902
12718,301401
12719,250301
12720,561501
12721,24402
12722,306201
12723,511502
12724,904201
12725,240101
12726,211201
12727,812401
12728,825201
12729,24203
12730,511402
12731,151107
12732,842101
12733,306101
12734,550101
12735,307601
12736,811601
12737,25301
12738,811301
12739,413201
12740,826301
12741,415504
12742,110104
12743,531401
12744,416204
12745,23403
12746,415101
12747,24402
12748,902101
12749,531501
12750,152101
12751,155303
12752,301113
12753,151101
12754,306101
12755,541101
12756,12401
12757,140304
12758,307401
12759,32201
12760,24203
12761,812101
12762,701701
12763,22201
12764,110202
12765,158201
12766,562301
12767,414701
12768,221101
12769,521304
12770,883201
12771,28402
12772,621101
12773,29303
12774,416202
12775,16201
12776,416101
12777,32101
12778,884102
12779,416701
12780,31401
12781,861301
12782,24203
12783,902201
12784,152101
12785,701701
12786,532201
12787,110201
12788,842201
12789,140207
12790,611001
12791,140601
12792,621401
12793,21001
12794,240201
12795,155203
12796,415301
12797,110202
12798,33201
12799,614001
12800,121103
12801,831101
12802,140201
12803,301109
12804,871201
12805,702101
12806,122102
12807,511302
12808,24402
12809,151301
12810,214201
12811,702502
12812,153201
12813,862101
12814,306201
12815,611001
12816,152101
12817,524001
12818,133201
12819,813201
12820,301102
12821,221102
12822,29901
12823,301102
12824,13305
12825,29501
12826,413102
12827,151106
12828,622901
12829,420202
12830,155106
12831,23101
12832,511501
12833,132004
12834,561601
12835,621403
12836,134303
12837,306904
12838,851101
12839,301301
12840,158501
12841,414701
12842,612201
12843,132004
12844,705101
12845,885902
12846,702201
12847,221401
12848,28401
12849,133202
12850,11102
12851,617101
12852,863301
12853,622304
12854,622304
12855,215101
12856,155203
12857,885101
12858,153202
12859,155301
12860,616101
12861,811901
12862,863201
12863,521304
12864,531601
12865,301004
12866,702201
12867,873301
12868,27201
12869,884102
12870,414703
12871,122201
12872,122201
12873,306301
12874,301102
12875,413202
12876,413101
12877,157201
12878,24402
12879,240201
12880,561401
12881,561401
12882,420201
12883,831301
12884,811501
12885,411201
12886,703101
12887,140201
12888,415404
12889,24203
12890,511302
12891,27201
12892,511301
12893,151301
12894,301106
12895,140201
12896,624201
12897,136001
12898,24404
12899,152201
12900,152101
12901,11101
12902,622304
12903,250201
12904,884101
12905,22103
12906,614001
12907,140306
12908,817301
12909,622201
12910,301301
12911,24404
12912,132002
12913,884201
12914,303002
12915,541101
12916,831201
12917,871101
12918,110101
12919,11102
12920,211201
12921,531301
12922,824101
12923,132004
12924,154104
12925,31301
12926,873401
12927,301108
12928,412003
12929,155306
12930,159104
12931,140207
12932,27201
12933,211201
12934,14201
12935,812402
12936,882101
12937,415404
12938,615101
12939,301004
12940,902101
12941,621403
12942,511402
12943,841201
12944,852101
12945,140701
12946,415404
12947,307101
12948,416101
12949,622901
12950,701601
12951,110202
12952,28302
12953,158402
12954,214501
12955,152101
12956,24404
12957,32301
12958,701601
12959,29204
12960,420201
12961,811901
12962,307601
12963,231401
12964,13305
12965,29202
12967,140204
12968,414101
12969,701602
12970,412001
12971,415502
12972,416202
12973,813101
12974,110202
12975,813201
12976,414301
12977,158201
12978,853201
12979,414301
12980,33201
12981,511101
12982,133205
12983,702401
12984,416303
12985,411301
12986,22103
12987,155305
12988,621101
12989,521201
12990,414301
12991,812101
12992,615701
12993,615203
12994,872201
12995,511302
12996,901401
12997,133901
12998,301101
12999,110201
13000,863201
13001,616101
13002,884201
13003,415404
13004,13202
13005,140201
13006,133302
13007,23101
13008,121201
13009,813101
13010,159104
13011,301110
13012,31501
13013,831201
13014,416302
13015,159103
13016,13501
13017,301201
13018,414401
13019,13305
13020,11102
13021,826902
13022,16101
13023,15101
13024,864101
13025,621201
13026,306502
13027,550201
13028,863301
13029,414501
13030,615401
13031,132004
13032,140501
13033,826901
13034,904101
13035,835201
13036,121103
13037,156201
13038,411101
13039,623002
13040,871201
13041,140206
13042,29904
13043,25402
13044,415404
13045,541101
13046,29902
13047,416101
13048,701601
13049,131203
13050,140306
13051,617901
13052,153101
13053,152201
13054,24203
13055,301110
13056,306401
13057,616101
13058,306401
13059,615501
13060,13701
13061,13401
13062,531601
13063,523001
13064,550201
13065,614001
13066,825201
13067,140204
13068,27201
13069,841101
13070,21001
13071,863401
13072,13305
13073,25301
13074,415101
13075,110104
13076,132004
13077,415502
13078,416304
13079,140101
13080,811501
13081,24203
13082,826901
13083,27201
13084,812901
13085,701501
13086,841101
13087,414901
13088,851201
13089,221102
13090,622201
13091,414601
13092,415404
13093,415101
13094,824101
13095,621901
13096,28203
13097,701701
13098,822101
13099,542001
13100,301104
13101,512101
13102,26301
13103,24404
13104,140304
13105,420201
13106,884102
13107,821201
13108,29903
13109,836001
13110,414901
13111,512401
13112,411105
13113,303002
13114,622304
13115,413201
13116,31101
13117,13305
13118,157201
13119,121102
13120,562301
13121,221102
13122,512201
13123,883201
13124,841201
13125,884102
13126,28203
13127,861201
13128,901101
13129,303001
13130,416401
13131,301201
13132,861301
13133,826101
13134,29201
13135,420401
13136,31501
13137,614001
13138,414303
13139,414503
13140,121102
13141,705901
13143,705101
13144,240102
13145,861301
13146,121104
13147,416304
13148,531201
13149,140501
13150,853201
13151,524001
13152,512201
13153,110202
13154,23301
13155,307301
13156,873501
13157,240201
13158,824101
13159,29904
13160,863401
13161,15201
13162,122102
13163,831201
13164,133204
13165,12402
13166,624401
13167,852301
13168,13305
13169,214201
13170,414701
13171,883201
13172,153203
13173,521304
13174,702201
13175,416701
13176,814001
13177,885901
13178,31301
13179,511502
13180,511402
